ID_BID,COD_UF_A,UF_A,COD_CID_A,NOME_CID_A,NIVEL_A,CLASS_A,COD_UF_B,UF_B,COD_CID_B,NOME_CID_B,NIVEL_B,CLASS_B,VAR01,VAR02,VAR03,VAR04,VAR05,VAR06,VAR07,VAR09,VAR10,VAR11,VAR12,VAR13
13029001303403,13,AM,1302900,Maués,5,Centro Local,13,AM,1303403,Parintins,3B,Centro Sub-Regional B,63905,501299,114273,1119341,0,0,583,474,0,0,17721,7901
13034031503606,13,AM,1303403,Parintins,3B,Centro Sub-Regional B,15,PA,1503606,Itaituba,3B,Centro Sub-Regional B,114273,1119341,101247,1814617,701,218,278,0,0,0,0,0
13034031501402,13,AM,1303403,Parintins,3B,Centro Sub-Regional B,15,PA,1501402,Arranjo Populacional de Belém/PA,1C,Metrópole,114273,1119341,2217601,42500048,968,767,179,6,203,75,0,0
13034031506807,13,AM,1303403,Parintins,3B,Centro Sub-Regional B,15,PA,1506807,Santarém,2C,Capital Regional C,114273,1119341,304589,4858971,1850,3330,163,12,4,5,0,20
13034031505304,13,AM,1303403,Parintins,3B,Centro Sub-Regional B,15,PA,1505304,Oriximiná,5,Centro Local,114273,1119341,73096,1626709,281,0,64,0,1,0,0,0
13034031500602,13,AM,1303403,Parintins,3B,Centro Sub-Regional B,15,PA,1500602,Altamira,3A,Centro Sub-Regional A,114273,1119341,114594,2722307,317,182,30,0,150,0,0,0
13034033106200,13,AM,1303403,Parintins,3B,Centro Sub-Regional B,31,MG,3106200,Arranjo Populacional de Belo Horizonte/MG,1C,Metrópole,114273,1119341,5199352,183769975,0,33,0,0,0,0,0,0
13034031505536,13,AM,1303403,Parintins,3B,Centro Sub-Regional B,15,PA,1505536,Parauapebas,3A,Centro Sub-Regional A,114273,1119341,208273,15995450,16,0,0,0,0,0,0,0
13034031508100,13,AM,1303403,Parintins,3B,Centro Sub-Regional B,15,PA,1508100,Tucuruí,3B,Centro Sub-Regional B,114273,1119341,113659,7481954,8,0,0,0,0,0,0,0
13034033304557,13,AM,1303403,Parintins,3B,Centro Sub-Regional B,33,RJ,3304557,Arranjo Populacional do Rio de Janeiro/RJ,1B,Metrópole Nacional,114273,1119341,12777959,565696625,0,16,0,0,0,0,0,0
13034031702109,13,AM,1303403,Parintins,3B,Centro Sub-Regional B,17,TO,1702109,Araguaína,2C,Capital Regional C,114273,1119341,180470,4387503,28,0,0,0,0,0,0,0
13036011303809,13,AM,1303601,Santa Isabel do Rio Negro,5,Centro Local,13,AM,1303809,São Gabriel da Cachoeira,5,Centro Local,25156,137548,45564,329147,711,0,0,0,2,0,0,0
13038091304203,13,AM,1303809,São Gabriel da Cachoeira,5,Centro Local,13,AM,1304203,Tefé,4B,Centro de Zona B,45564,329147,59849,934211,23,1752,18,0,0,7645,0,0
13038091304062,13,AM,1303809,São Gabriel da Cachoeira,5,Centro Local,13,AM,1304062,Tabatinga,3B,Centro Sub-Regional B,45564,329147,65844,533611,46,0,0,0,0,0,0,0
13039081304062,13,AM,1303908,São Paulo de Olivença,5,Centro Local,13,AM,1304062,Tabatinga,3B,Centro Sub-Regional B,39299,251094,65844,533611,191,0,0,0,0,0,0,0
13039081304203,13,AM,1303908,São Paulo de Olivença,5,Centro Local,13,AM,1304203,Tefé,4B,Centro de Zona B,39299,251094,59849,934211,95,0,0,0,0,0,0,0
13040621304203,13,AM,1304062,Tabatinga,3B,Centro Sub-Regional B,13,AM,1304203,Tefé,4B,Centro de Zona B,65844,533611,59849,934211,1128,171,10,1117,22,0,0,32070
13042035300108,13,AM,1304203,Tefé,4B,Centro de Zona B,53,DF,5300108,Arranjo Populacional de Brasília/DF,1B,Metrópole Nacional,59849,934211,3990059,266855183,0,122,0,0,0,0,0,0
13042033550308,13,AM,1304203,Tefé,4B,Centro de Zona B,35,SP,3550308,Arranjo Populacional de São Paulo/SP,1A,Grande Metrópole Nacional,59849,934211,21673440,1179573402,0,115,0,0,0,0,0,0
14001005300108,14,RR,1400100,Boa Vista,2C,Capital Regional C,53,DF,5300108,Arranjo Populacional de Brasília/DF,1B,Metrópole Nacional,399213,10042255,3990059,266855183,67928,135425,210660,118335,90982,380135,966059,537763
14001003509502,14,RR,1400100,Boa Vista,2C,Capital Regional C,35,SP,3509502,Arranjo Populacional de Campinas/SP,1C,Metrópole,399213,10042255,2166734,142196204,0,4956,37249,14739,0,0,1295,63062
14001001506807,14,RR,1400100,Boa Vista,2C,Capital Regional C,15,PA,1506807,Santarém,2C,Capital Regional C,399213,10042255,304589,4858971,0,0,38,0,440,0,9,0
14001002611606,14,RR,1400100,Boa Vista,2C,Capital Regional C,26,PE,2611606,Arranjo Populacional do Recife/PE,1C,Metrópole,399213,10042255,4056323,107509937,2,0,152,0,0,0,0,0
14001005208707,14,RR,1400100,Boa Vista,2C,Capital Regional C,52,GO,5208707,Arranjo Populacional de Goiânia/GO,1C,Metrópole,399213,10042255,2499746,72436719,788,0,123,0,1608,0,0,0
14001002927408,14,RR,1400100,Boa Vista,2C,Capital Regional C,29,BA,2927408,Arranjo Populacional de Salvador/BA,1C,Metrópole,399213,10042255,3824239,117996716,9,0,0,0,0,0,0,0
14001002304400,14,RR,1400100,Boa Vista,2C,Capital Regional C,23,CE,2304400,Arranjo Populacional de Fortaleza/CE,1C,Metrópole,399213,10042255,3642907,90359241,66,0,0,0,0,0,0,0
14001003205309,14,RR,1400100,Boa Vista,2C,Capital Regional C,32,ES,3205309,Arranjo Populacional de Vitória/ES,1C,Metrópole,399213,10042255,1854478,74352397,8,0,0,0,0,0,0,0
14001003106200,14,RR,1400100,Boa Vista,2C,Capital Regional C,31,MG,3106200,Arranjo Populacional de Belo Horizonte/MG,1C,Metrópole,399213,10042255,5199352,183769975,0,6546,0,0,0,0,0,0
14001005002704,14,RR,1400100,Boa Vista,2C,Capital Regional C,50,MS,5002704,Campo Grande,2A,Capital Regional A,399213,10042255,895982,29177496,428,0,0,0,77,0,0,0
